Date,Open,High,Low,Close,Adj Close,Volume
2014-08-04,1926.619995,1942.9200440000002,1921.199951,1938.9899899999998,1938.9899899999998,-1222047296
2014-08-05,1936.339966,1936.339966,1913.77002,1920.209961,1920.209961,-832447296
2014-08-06,1917.290039,1927.910034,1911.449951,1920.2399899999998,1920.2399899999998,-755817296
2014-08-07,1923.030029,1928.890015,1904.780029,1909.569946,1909.569946,-1064447296
2014-08-08,1910.3499760000002,1932.380005,1909.0100100000002,1931.589966,1931.589966,-1392687296
2014-08-11,1933.430054,1944.9000239999998,1933.430054,1936.9200440000002,1936.9200440000002,-1510077296
2014-08-12,1935.72998,1939.6500239999998,1928.290039,1933.75,1933.75,-1683267296
2014-08-13,1935.5999760000002,1948.410034,1935.5999760000002,1946.719971,1946.719971,-1576947296
2014-08-14,1947.410034,1955.22998,1947.410034,1955.180054,1955.180054,-1685507296
2014-08-15,1958.869995,1964.040039,1941.5,1955.060059,1955.060059,-1271587296
2014-08-18,1958.359985,1971.9899899999998,1958.359985,1971.7399899999998,1971.7399899999998,-1656807296
2014-08-19,1972.72998,1982.569946,1972.72998,1981.5999760000002,1981.5999760000002,-1638537296
2014-08-20,1980.459961,1988.569946,1977.680054,1986.5100100000002,1986.5100100000002,-1715407296
2014-08-21,1986.819946,1994.7600100000002,1986.819946,1992.369995,1992.369995,-1656047296
2014-08-22,1992.5999760000002,1993.540039,1984.7600100000002,1988.4000239999998,1988.4000239999998,-1993107296
2014-08-25,1991.7399899999998,2001.949951,1991.7399899999998,1997.9200440000002,1997.9200440000002,-2061087296
2014-08-26,1998.589966,2005.040039,1998.589966,2000.02002,2000.02002,-1843017296
2014-08-27,2000.540039,2002.140015,1996.199951,2000.119995,2000.119995,-1950617296
2014-08-28,1997.4200440000002,1998.550049,1990.52002,1996.7399899999998,1996.7399899999998,-2012567296
2014-08-29,1998.449951,2003.380005,1994.6500239999998,2003.369995,2003.369995,-2035837296
2014-09-02,2004.069946,2006.119995,1994.8499760000002,2002.280029,2002.280029,-1474987296
2014-09-03,2003.569946,2009.280029,1998.140015,2000.719971,2000.719971,-1484987296
2014-09-04,2001.6700440000002,2011.1700440000002,1992.540039,1997.6500239999998,1997.6500239999998,-1222557296
2014-09-05,1998.0,2007.709961,1990.0999760000002,2007.709961,2007.709961,-1476667296
2014-09-08,2007.1700440000002,2007.1700440000002,1995.5999760000002,2001.540039,2001.540039,-1505877296
2014-09-09,2000.72998,2001.0100100000002,1984.609985,1988.439941,1988.439941,-1412137296
2014-09-10,1988.410034,1996.660034,1982.9899899999998,1995.689941,1995.689941,-1382537296
2014-09-11,1992.8499760000002,1997.6500239999998,1985.930054,1997.449951,1997.449951,-1353277296
2014-09-12,1996.7399899999998,1996.7399899999998,1980.2600100000002,1985.540039,1985.540039,-1088397296
2014-09-15,1986.040039,1987.180054,1978.47998,1984.130005,1984.130005,-1518437296
2014-09-16,1981.930054,2002.280029,1979.060059,1998.97998,1998.97998,-1134657296
2014-09-17,1999.300049,2010.7399899999998,1993.290039,2001.569946,2001.569946,-1085547296
2014-09-18,2003.069946,2012.339966,2003.069946,2011.359985,2011.359985,-1059627296
2014-09-19,2012.7399899999998,2019.2600100000002,2006.589966,2010.4000239999998,2010.4000239999998,585252704
2014-09-22,2009.0799559999998,2009.0799559999998,1991.0100100000002,1994.290039,1994.290039,-945297296
2014-09-23,1992.780029,1995.410034,1982.77002,1982.77002,1982.77002,-1015617296
2014-09-24,1983.339966,1999.790039,1978.630005,1998.300049,1998.300049,-981117296
2014-09-25,1997.319946,1997.319946,1965.9899899999998,1965.9899899999998,1965.9899899999998,-1021917296
2014-09-26,1966.219971,1986.369995,1966.219971,1982.8499760000002,1982.8499760000002,-1365527296
2014-09-29,1978.959961,1981.280029,1964.040039,1977.800049,1977.800049,-1200527296
2014-09-30,1978.209961,1985.1700440000002,1968.959961,1972.290039,1972.290039,-343867296
2014-10-01,1971.439941,1971.439941,1941.719971,1946.160034,1946.160034,-106377296
2014-10-02,1945.8299559999998,1952.319946,1926.030029,1946.1700440000002,1946.1700440000002,-282457296
2014-10-03,1948.119995,1971.189941,1948.119995,1967.9000239999998,1967.9000239999998,-733997296
2014-10-06,1970.0100100000002,1977.839966,1958.430054,1964.819946,1964.819946,-936747296
2014-10-07,1962.359985,1962.359985,1934.869995,1935.0999760000002,1935.0999760000002,-607097296
2014-10-08,1935.550049,1970.359985,1925.25,1968.890015,1968.890015,146922704
2014-10-09,1967.680054,1967.680054,1927.560059,1928.209961,1928.209961,49052704
2014-10-10,1925.630005,1936.97998,1906.050049,1906.130005,1906.130005,255572704
2014-10-13,1905.6500239999998,1912.089966,1874.140015,1874.7399899999998,1874.7399899999998,57612704
2014-10-14,1877.109985,1898.709961,1871.790039,1877.699951,1877.699951,517042704
2014-10-15,1874.180054,1874.180054,1820.660034,1862.4899899999998,1862.4899899999998,1795832704
2014-10-16,1855.949951,1876.0100100000002,1835.02002,1862.7600100000002,1862.7600100000002,778182704
2014-10-17,1864.910034,1898.160034,1864.910034,1886.7600100000002,1886.7600100000002,187152704
2014-10-20,1885.619995,1905.030029,1882.300049,1904.0100100000002,1904.0100100000002,-963757296
2014-10-21,1909.380005,1942.449951,1909.380005,1941.280029,1941.280029,-307877296
2014-10-22,1941.290039,1949.310059,1926.8299559999998,1927.109985,1927.109985,-533037296
2014-10-23,1931.02002,1961.949951,1931.02002,1950.819946,1950.819946,-505717296
2014-10-24,1951.589966,1965.27002,1946.27002,1964.5799559999998,1964.5799559999998,-1216587296
2014-10-27,1962.969971,1964.640015,1951.369995,1961.630005,1961.630005,-756107296
2014-10-28,1964.140015,1985.050049,1964.140015,1985.050049,1985.050049,-641707296
2014-10-29,1983.290039,1991.4000239999998,1969.040039,1982.300049,1982.300049,-554617296
2014-10-30,1979.4899899999998,1999.4000239999998,1974.75,1994.6500239999998,1994.6500239999998,-708817296
2014-10-31,2001.199951,2018.189941,2001.199951,2018.050049,2018.050049,-2677296
2014-11-03,2018.209961,2024.459961,2013.680054,2017.810059,2017.810059,-739527296
2014-11-04,2015.810059,2015.97998,2001.0100100000002,2012.0999760000002,2012.0999760000002,-338707296
2014-11-05,2015.290039,2023.77002,2014.4200440000002,2023.569946,2023.569946,-528377296
2014-11-06,2023.3299559999998,2031.609985,2015.859985,2031.209961,2031.209961,-625197296
2014-11-07,2032.359985,2034.2600100000002,2025.069946,2031.9200440000002,2031.9200440000002,-590687296
2014-11-10,2032.0100100000002,2038.699951,2030.1700440000002,2038.2600100000002,2038.2600100000002,-1010027296
2014-11-11,2038.199951,2041.280029,2035.280029,2039.680054,2039.680054,-1336647296
2014-11-12,2037.75,2040.3299559999998,2031.949951,2038.25,2038.25,-1048317296
2014-11-13,2039.209961,2046.180054,2030.439941,2039.3299559999998,2039.3299559999998,-839697296
2014-11-14,2039.7399899999998,2042.219971,2035.199951,2039.819946,2039.819946,-1067837296
2014-11-17,2038.290039,2043.069946,2034.459961,2041.319946,2041.319946,-1142077296
2014-11-18,2041.47998,2056.080078,2041.47998,2051.800049,2051.800049,-878777296
2014-11-19,2051.159912,2052.139893,2040.369995,2048.719971,2048.719971,-904117296
2014-11-20,2045.869995,2053.840088,2040.4899899999998,2052.75,2052.75,-1166677296
2014-11-21,2057.459961,2071.459961,2056.75,2063.5,2063.5,-378547296
2014-11-24,2065.070068,2070.169922,2065.070068,2069.409912,2069.409912,-1166907296
2014-11-25,2070.149902,2074.209961,2064.75,2067.030029,2067.030029,-902027296
2014-11-26,2067.360107,2073.290039,2066.6201170000004,2072.830078,2072.830078,-1549707296
2014-11-28,2074.780029,2075.76001,2065.060059,2067.560059,2067.560059,-1790327296
2014-12-01,2065.780029,2065.780029,2049.570068,2053.439941,2053.439941,-135957296
2014-12-02,2053.77002,2068.77002,2053.77002,2066.550049,2066.550049,-608317296
2014-12-03,2067.449951,2076.280029,2066.649902,2074.330078,2074.330078,-682287296
2014-12-04,2073.639893,2077.340088,2062.340088,2071.919922,2071.919922,-886627296
2014-12-05,2072.780029,2079.469971,2070.810059,2075.3701170000004,2075.3701170000004,-875347296
2014-12-08,2074.840088,2075.780029,2054.27002,2060.310059,2060.310059,-493977296
2014-12-09,2056.550049,2060.600098,2034.1700440000002,2059.820068,2059.820068,-324817296
2014-12-10,2058.860107,2058.860107,2024.2600100000002,2026.140015,2026.140015,-180527296
2014-12-11,2027.9200440000002,2055.530029,2027.9200440000002,2035.3299559999998,2035.3299559999998,-377017296
2014-12-12,2030.359985,2032.25,2002.3299559999998,2002.3299559999998,2002.3299559999998,-137317296
2014-12-15,2005.030029,2018.689941,1982.2600100000002,1989.630005,1989.630005,67022704
2014-12-16,1986.709961,2016.890015,1972.560059,1972.7399899999998,1972.7399899999998,663712704
2014-12-17,1973.77002,2016.75,1973.77002,2012.890015,2012.890015,647402704
2014-12-18,2018.97998,2061.22998,2018.97998,2061.22998,2061.22998,408412704
2014-12-19,2061.040039,2077.850098,2061.030029,2070.649902,2070.649902,-2124404592
2014-12-22,2069.280029,2078.76001,2069.280029,2078.540039,2078.540039,-925447296
2014-12-23,2081.47998,2086.72998,2079.77002,2082.169922,2082.169922,-1251017296
2014-12-24,2083.25,2087.560059,2081.860107,2081.8798829999996,2081.8798829999996,1416980000
2014-12-26,2084.300049,2092.699951,2084.300049,2088.77002,2088.77002,1735230000
2014-12-29,2087.6298829999996,2093.550049,2085.75,2090.570068,2090.570068,-1842607296
2014-12-30,2088.48999,2088.48999,2079.530029,2080.350098,2080.350098,-1854687296
2014-12-31,2082.110107,2085.580078,2057.939941,2058.899902,2058.899902,-1688897296
2015-01-02,2058.899902,2072.360107,2046.040039,2058.199951,2058.199951,-1586267296
2015-01-05,2054.439941,2054.439941,2017.339966,2020.5799559999998,2020.5799559999998,-495847296
2015-01-06,2022.1500239999998,2030.25,1992.439941,2002.609985,2002.609985,165142704
2015-01-07,2005.550049,2029.609985,2005.550049,2025.9000239999998,2025.9000239999998,-489487296
2015-01-08,2030.609985,2064.080078,2030.609985,2062.139893,2062.139893,-360957296
2015-01-09,2063.449951,2064.429932,2038.3299559999998,2044.810059,2044.810059,-930827296
2015-01-12,2046.130005,2049.300049,2022.5799559999998,2028.2600100000002,2028.2600100000002,-838507296
2015-01-13,2031.5799559999998,2056.929932,2008.25,2023.030029,2023.030029,-187667296
2015-01-14,2018.4000239999998,2018.4000239999998,1988.439941,2011.27002,2011.27002,83712704
2015-01-15,2013.75,2021.3499760000002,1991.469971,1992.6700440000002,1992.6700440000002,-18247296
2015-01-16,1992.25,2020.459961,1988.119995,2019.4200440000002,2019.4200440000002,-238557296
2015-01-20,2020.7600100000002,2028.939941,2004.4899899999998,2022.550049,2022.550049,-350627296
2015-01-21,2020.189941,2038.290039,2012.040039,2032.119995,2032.119995,-564897296
2015-01-22,2034.300049,2064.6201170000004,2026.380005,2063.149902,2063.149902,-118917296
2015-01-23,2062.97998,2062.97998,2050.540039,2051.820068,2051.820068,-721407296
2015-01-26,2050.419922,2057.6201170000004,2040.969971,2057.090088,2057.090088,-829207296
2015-01-27,2047.859985,2047.859985,2019.910034,2029.550049,2029.550049,-965157296
2015-01-28,2032.339966,2042.4899899999998,2001.4899899999998,2002.160034,2002.160034,-227437296
2015-01-29,2002.449951,2024.640015,1989.180054,2021.25,2021.25,-167827296
2015-01-30,2019.3499760000002,2023.319946,1993.380005,1994.9899899999998,1994.9899899999998,273682704
2015-02-02,1996.6700440000002,2021.660034,1980.9000239999998,2020.8499760000002,2020.8499760000002,-286637296
2015-02-03,2022.709961,2050.300049,2022.709961,2050.030029,2050.030029,320932704
2015-02-04,2048.860107,2054.73999,2036.719971,2041.5100100000002,2041.5100100000002,-153047296
2015-02-05,2043.449951,2063.550049,2043.449951,2062.52002,2062.52002,-472977296
2015-02-06,2062.280029,2072.399902,2049.969971,2055.469971,2055.469971,-61997296
2015-02-09,2053.469971,2056.159912,2041.880005,2046.7399899999998,2046.7399899999998,-745427296
2015-02-10,2049.3798829999996,2070.860107,2048.6201170000004,2068.590088,2068.590088,-625117296
2015-02-11,2068.550049,2073.47998,2057.98999,2068.530029,2068.530029,-698107296
2015-02-12,2069.97998,2088.530029,2069.97998,2088.47998,2088.47998,-506617296
2015-02-13,2088.780029,2097.030029,2086.699951,2096.98999,2096.98999,-767517296
2015-02-17,2096.469971,2101.300049,2089.800049,2100.340088,2100.340088,-933217296
2015-02-18,2099.159912,2100.22998,2092.149902,2099.679932,2099.679932,-924947296
2015-02-19,2099.25,2102.1298829999996,2090.790039,2097.449951,2097.449951,-1047867296
2015-02-20,2097.649902,2110.610107,2085.439941,2110.300049,2110.300049,-1013367296
2015-02-23,2109.830078,2110.050049,2103.0,2109.659912,2109.659912,-1201287296
2015-02-24,2109.100098,2117.939941,2105.8701170000004,2115.47998,2115.47998,-1095127296
2015-02-25,2115.300049,2119.590088,2109.889893,2113.860107,2113.860107,-982627296
2015-02-26,2113.909912,2113.909912,2103.76001,2110.73999,2110.73999,-886277296
2015-02-27,2110.8798829999996,2112.73999,2103.75,2104.5,2104.5,-747587296
2015-03-02,2105.22998,2117.52002,2104.5,2117.389893,2117.389893,-885477296
2015-03-03,2115.76001,2115.76001,2098.26001,2107.780029,2107.780029,-1032667296
2015-03-04,2107.719971,2107.719971,2094.48999,2098.530029,2098.530029,-873857296
2015-03-05,2098.540039,2104.25,2095.219971,2101.040039,2101.040039,-1191937296
2015-03-06,2100.909912,2100.909912,2067.27002,2071.26001,2071.26001,-441397296
2015-03-09,2072.25,2083.48999,2072.209961,2079.429932,2079.429932,-945877296
2015-03-10,2076.139893,2076.139893,2044.160034,2044.160034,2044.160034,-626067296
2015-03-11,2044.689941,2050.080078,2039.689941,2040.2399899999998,2040.2399899999998,-888397296
2015-03-12,2041.0999760000002,2066.409912,2041.0999760000002,2065.949951,2065.949951,-889107296
2015-03-13,2064.560059,2064.560059,2041.1700440000002,2053.399902,2053.399902,-796407296
2015-03-16,2055.350098,2081.409912,2055.350098,2081.189941,2081.189941,-999367296
2015-03-17,2080.590088,2080.590088,2065.080078,2074.280029,2074.280029,-1073127296
2015-03-18,2072.840088,2106.850098,2061.22998,2099.5,2099.5,-166757296
2015-03-19,2098.689941,2098.689941,2085.560059,2089.27002,2089.27002,-989747296
2015-03-20,2090.320068,2113.919922,2090.320068,2108.100098,2108.100098,1259152704
2015-03-23,2107.98999,2114.860107,2104.419922,2104.419922,2104.419922,-1027007296
2015-03-24,2103.939941,2107.6298829999996,2091.5,2091.5,2091.5,-1105147296
2015-03-25,2093.100098,2097.429932,2061.050049,2061.050049,2061.050049,-773827296
2015-03-26,2059.939941,2067.149902,2045.5,2056.149902,2056.149902,-784297296
2015-03-27,2055.780029,2062.830078,2052.959961,2061.02002,2061.02002,-1286417296
2015-03-30,2064.110107,2088.969971,2064.110107,2086.23999,2086.23999,-1377277296
2015-03-31,2084.050049,2084.050049,2067.040039,2067.889893,2067.889893,-918417296
2015-04-01,2067.6298829999996,2067.6298829999996,2048.3798829999996,2059.689941,2059.689941,-751697296
2015-04-02,2060.030029,2072.169922,2057.320068,2066.959961,2066.959961,-1199007296
2015-04-06,2064.8701170000004,2086.98999,2056.52002,2080.6201170000004,2080.6201170000004,-991997296
2015-04-07,2080.790039,2089.810059,2076.100098,2076.330078,2076.330078,-1229457296
2015-04-08,2076.939941,2086.689941,2073.300049,2081.899902,2081.899902,-1029637296
2015-04-09,2081.290039,2093.310059,2074.290039,2091.179932,2091.179932,-1122607296
2015-04-10,2091.51001,2102.610107,2091.51001,2102.060059,2102.060059,-1138767296
2015-04-13,2102.030029,2107.649902,2092.330078,2092.429932,2092.429932,-1386547296
2015-04-14,2092.280029,2098.6201170000004,2083.23999,2095.840088,2095.840088,-993697296
2015-04-15,2097.820068,2111.909912,2097.820068,2106.6298829999996,2106.6298829999996,-281207296
2015-04-16,2105.959961,2111.300049,2100.02002,2104.98999,2104.98999,-860847296
2015-04-17,2102.580078,2102.580078,2072.3701170000004,2081.179932,2081.179932,-667367296
2015-04-20,2084.110107,2103.939941,2084.110107,2100.399902,2100.399902,-1294807296
2015-04-21,2102.820068,2109.639893,2094.3798829999996,2097.290039,2097.290039,-1051557296
2015-04-22,2098.27002,2109.97998,2091.050049,2107.959961,2107.959961,-946487296
2015-04-23,2107.209961,2120.48999,2103.189941,2112.929932,2112.929932,-658297296
2015-04-24,2112.800049,2120.919922,2112.800049,2117.689941,2117.689941,-919187296
2015-04-27,2119.290039,2125.919922,2107.040039,2108.919922,2108.919922,-856217296
2015-04-28,2108.350098,2116.040039,2094.889893,2114.76001,2114.76001,-748697296
2015-04-29,2112.48999,2113.649902,2097.409912,2106.850098,2106.850098,-219997296
2015-04-30,2105.52002,2105.52002,2077.590088,2085.51001,2085.51001,214712704
2015-05-01,2087.3798829999996,2108.409912,2087.3798829999996,2108.290039,2108.290039,-915577296
2015-05-04,2110.22998,2120.949951,2110.22998,2114.48999,2114.48999,-1203387296
2015-05-05,2112.6298829999996,2115.23999,2088.459961,2089.459961,2089.459961,-501017296
2015-05-06,2091.26001,2098.419922,2067.929932,2080.149902,2080.149902,-502757296
2015-05-07,2079.959961,2092.899902,2074.98999,2088.0,2088.0,-618327296
2015-05-08,2092.1298829999996,2117.659912,2092.1298829999996,2116.100098,2116.100098,-895527296
2015-05-11,2115.560059,2117.689941,2104.580078,2105.330078,2105.330078,-1302297296
2015-05-12,2102.8701170000004,2105.060059,2085.570068,2099.1201170000004,2099.1201170000004,-1155447296
2015-05-13,2099.6201170000004,2110.189941,2096.040039,2098.47998,2098.47998,-920707296
2015-05-14,2100.429932,2121.449951,2100.429932,2121.100098,2121.100098,-1069227296
2015-05-15,2122.070068,2123.889893,2116.810059,2122.72998,2122.72998,-1202887296
2015-05-18,2121.300049,2131.780029,2120.01001,2129.199951,2129.199951,-1406777296
2015-05-19,2129.449951,2133.02002,2124.5,2127.830078,2127.830078,-998937296
2015-05-20,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,-1269087296
2015-05-21,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,-1224507296
2015-05-22,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,-1723107296
2015-05-26,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,-952837296
2015-05-27,2105.1298829999996,2126.219971,2105.1298829999996,2123.47998,2123.47998,-1167007296
2015-05-28,2122.27002,2122.27002,2112.860107,2120.790039,2120.790039,-1314617296
2015-05-29,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,-367577296
2015-06-01,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998,-1283257296
2015-06-02,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,-1245617296
2015-06-03,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,-1194987296
2015-06-04,2112.350098,2112.889893,2093.22998,2095.840088,2095.840088,-1094917296
2015-06-05,2095.090088,2100.98999,2085.669922,2092.830078,2092.830078,-1051277296
2015-06-08,2092.340088,2093.01001,2079.110107,2079.280029,2079.280029,-1377817296
2015-06-09,2079.070068,2085.6201170000004,2072.139893,2080.149902,2080.149902,-1260387296
2015-06-10,2081.1201170000004,2108.5,2081.1201170000004,2105.199951,2105.199951,-880647296
2015-06-11,2106.23999,2115.02002,2106.23999,2108.860107,2108.860107,-1166367296
2015-06-12,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,-1575567296
2015-06-15,2091.340088,2091.340088,2072.48999,2084.429932,2084.429932,-1233397296
2015-06-16,2084.26001,2097.399902,2082.100098,2096.290039,2096.290039,-1375067296
2015-06-17,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,-1072727296
2015-06-18,2101.580078,2126.649902,2101.580078,2121.23999,2121.23999,-774607296
2015-06-19,2121.060059,2121.639893,2109.449951,2109.98999,2109.98999,154842704
2015-06-22,2112.5,2129.8701170000004,2112.5,2122.850098,2122.850098,-1264947296
2015-06-23,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,-1203777296
2015-06-24,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,-1192487296
2015-06-25,2109.959961,2116.040039,2101.780029,2102.310059,2102.310059,-1080357296
2015-06-26,2102.6201170000004,2108.919922,2095.3798829999996,2101.48999,2101.48999,730502704
2015-06-29,2098.6298829999996,2098.6298829999996,2056.639893,2057.639893,2057.639893,-616007296
2015-06-30,2061.189941,2074.280029,2056.320068,2063.110107,2063.110107,-216427296
2015-07-01,2067.0,2082.780029,2067.0,2077.419922,2077.419922,-567707296
2015-07-02,2078.030029,2085.060059,2071.02002,2076.780029,2076.780029,-1298427296
2015-07-06,2073.949951,2078.610107,2058.399902,2068.76001,2068.76001,-808607296
2015-07-07,2069.52002,2083.73999,2044.02002,2081.340088,2081.340088,163692704
2015-07-08,2077.659912,2077.659912,2044.660034,2046.680054,2046.680054,-686187296
2015-07-09,2049.72998,2074.280029,2049.72998,2051.310059,2051.310059,-848157296
2015-07-10,2052.73999,2081.310059,2052.73999,2076.6201170000004,2076.6201170000004,-1229897296
2015-07-13,2080.030029,2100.669922,2080.030029,2099.600098,2099.600098,-1198237296
2015-07-14,2099.719971,2111.97998,2098.179932,2108.949951,2108.949951,-1292847296
2015-07-15,2109.01001,2114.139893,2102.48999,2107.399902,2107.399902,-1033157296
2015-07-16,2110.550049,2124.419922,2110.550049,2124.290039,2124.290039,-1067887296
2015-07-17,2126.800049,2128.909912,2119.8798829999996,2126.639893,2126.639893,-932217296
2015-07-20,2126.850098,2132.820068,2123.659912,2128.280029,2128.280029,-1049097296
2015-07-21,2127.550049,2128.48999,2115.399902,2119.209961,2119.209961,-951277296
2015-07-22,2118.209961,2118.51001,2110.0,2114.149902,2114.149902,-600897296
2015-07-23,2114.159912,2116.8701170000004,2098.6298829999996,2102.149902,2102.149902,-522157296
2015-07-24,2102.23999,2106.01001,2077.090088,2079.649902,2079.649902,-424927296
2015-07-27,2078.189941,2078.189941,2063.52002,2067.639893,2067.639893,-458217296
2015-07-28,2070.75,2095.600098,2069.090088,2093.25,2093.25,-177227296
2015-07-29,2094.699951,2110.600098,2094.080078,2108.570068,2108.570068,-256067296
2015-07-30,2106.780029,2110.47998,2094.969971,2108.6298829999996,2108.6298829999996,-715557296
2015-07-31,2111.600098,2114.23999,2102.070068,2103.840088,2103.840088,-613627296
2015-08-03,2104.48999,2105.699951,2087.310059,2098.040039,2098.040039,-818197296
2015-08-04,2097.679932,2102.51001,2088.600098,2093.320068,2093.320068,-748257296
2015-08-05,2095.27002,2112.659912,2095.27002,2099.840088,2099.840088,-326287296
2015-08-06,2100.75,2103.320068,2075.530029,2083.560059,2083.560059,-48397296
2015-08-07,2082.610107,2082.610107,2067.909912,2077.570068,2077.570068,-692647296
2015-08-10,2080.97998,2105.350098,2080.97998,2104.179932,2104.179932,-780507296
2015-08-11,2102.659912,2102.659912,2076.48999,2084.070068,2084.070068,-586087296
2015-08-12,2081.100098,2089.060059,2052.090088,2086.050049,2086.050049,-25837296
2015-08-13,2086.189941,2092.929932,2078.26001,2083.389893,2083.389893,-1073667296
2015-08-14,2083.149902,2092.449951,2080.610107,2091.540039,2091.540039,-1499377296
2015-08-17,2089.699951,2102.8701170000004,2079.300049,2102.439941,2102.439941,-1427277296
2015-08-18,2101.98999,2103.469971,2094.139893,2096.919922,2096.919922,-1344977296
2015-08-19,2095.689941,2096.169922,2070.530029,2079.610107,2079.610107,-782047296
2015-08-20,2076.610107,2076.610107,2035.72998,2035.72998,2035.72998,-372497296
2015-08-21,2034.0799559999998,2034.0799559999998,1970.890015,1970.890015,1970.890015,723272704
2015-08-24,1965.1500239999998,1965.1500239999998,1867.0100100000002,1893.209961,1893.209961,-1977244592
2015-08-25,1898.0799559999998,1948.040039,1867.0799559999998,1867.609985,1867.609985,888592704
2015-08-26,1872.75,1943.089966,1872.75,1940.5100100000002,1940.5100100000002,1043282704
2015-08-27,1942.77002,1989.5999760000002,1942.77002,1987.660034,1987.660034,711422704
2015-08-28,1986.060059,1993.47998,1975.189941,1988.869995,1988.869995,-345887296
2015-08-31,1986.72998,1986.72998,1965.97998,1972.180054,1972.180054,-379867296
2015-09-01,1970.089966,1970.089966,1903.069946,1913.8499760000002,1913.8499760000002,76882704
2015-09-02,1916.52002,1948.910034,1916.52002,1948.859985,1948.859985,-552347296
2015-09-03,1950.790039,1975.0100100000002,1944.719971,1951.130005,1951.130005,-774267296
2015-09-04,1947.7600100000002,1947.7600100000002,1911.209961,1921.219971,1921.219971,-1127877296
2015-09-08,1927.300049,1970.4200440000002,1927.300049,1969.410034,1969.410034,-746317296
2015-09-09,1971.449951,1988.630005,1937.880005,1942.040039,1942.040039,-642847296
2015-09-10,1941.589966,1965.290039,1937.189941,1952.290039,1952.290039,-668647296
2015-09-11,1951.449951,1961.050049,1939.189941,1961.050049,1961.050049,-1076377296
2015-09-14,1963.060059,1963.060059,1948.27002,1953.030029,1953.030029,-1294767296
2015-09-15,1955.0999760000002,1983.189941,1954.300049,1978.089966,1978.089966,-1055107296
2015-09-16,1978.02002,1997.2600100000002,1977.930054,1995.310059,1995.310059,-664287296
2015-09-17,1995.3299559999998,2020.859985,1986.72998,1990.199951,1990.199951,-111177296
2015-09-18,1989.660034,1989.660034,1953.449951,1958.030029,1958.030029,1726272704
2015-09-21,1960.839966,1979.640015,1955.800049,1966.969971,1966.969971,-1025617296
2015-09-22,1961.390015,1961.390015,1929.219971,1942.7399899999998,1942.7399899999998,-486707296
2015-09-23,1943.2399899999998,1949.52002,1932.569946,1938.7600100000002,1938.7600100000002,-1104437296
2015-09-24,1934.810059,1937.1700440000002,1908.9200440000002,1932.2399899999998,1932.2399899999998,-203437296
2015-09-25,1935.930054,1952.890015,1921.5,1931.339966,1931.339966,-573097296
2015-09-28,1929.180054,1929.180054,1879.209961,1881.77002,1881.77002,31692704
2015-09-29,1881.9000239999998,1899.47998,1871.910034,1884.089966,1884.089966,-162577296
2015-09-30,1887.140015,1920.530029,1887.140015,1920.030029,1920.030029,230102704
2015-10-01,1919.6500239999998,1927.209961,1900.699951,1923.819946,1923.819946,-311367296
2015-10-02,1921.77002,1951.359985,1893.699951,1951.359985,1951.359985,83602704
2015-10-05,1954.3299559999998,1989.1700440000002,1954.3299559999998,1987.050049,1987.050049,39522704
2015-10-06,1986.630005,1991.619995,1971.9899899999998,1979.9200440000002,1979.9200440000002,-92567296
2015-10-07,1982.339966,1999.310059,1976.439941,1995.8299559999998,1995.8299559999998,371502704
2015-10-08,1994.0100100000002,2016.5,1987.530029,2013.430054,2013.430054,-355827296
2015-10-09,2013.72998,2020.130005,2007.609985,2014.890015,2014.890015,-588067296
2015-10-12,2015.6500239999998,2018.660034,2010.550049,2017.459961,2017.459961,-1401717296
2015-10-13,2015.0,2022.339966,2001.780029,2003.689941,2003.689941,-893047296
2015-10-14,2003.660034,2009.560059,1990.72998,1994.2399899999998,1994.2399899999998,-650377296
2015-10-15,1996.469971,2024.1500239999998,1996.469971,2023.859985,2023.859985,-548677296
2015-10-16,2024.369995,2033.540039,2020.459961,2033.109985,2033.109985,-699537296
2015-10-19,2031.72998,2034.449951,2022.310059,2033.660034,2033.660034,-1007647296
2015-10-20,2033.130005,2039.119995,2026.609985,2030.77002,2030.77002,-963467296
2015-10-21,2033.469971,2037.969971,2017.219971,2018.939941,2018.939941,-667177296
2015-10-22,2021.880005,2055.199951,2021.880005,2052.51001,2052.51001,135882704
2015-10-23,2058.189941,2079.73999,2058.189941,2075.149902,2075.149902,-186507296
2015-10-26,2075.080078,2075.139893,2066.530029,2071.179932,2071.179932,-909167296
2015-10-27,2068.75,2070.3701170000004,2058.840088,2065.889893,2065.889893,-78087296
2015-10-28,2066.47998,2090.350098,2063.110107,2090.350098,2090.350098,403142704
